,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
17440,20071600260024,ASP,2020-07-03,RES,blank,1973/11,2.55,0,149,0,17114,blank,FR:305 SF / ,5739713,20071600260024,B,14.0,blank,blank,PINE TREE BLDG,松林大廈,blank,blank,HILLWOOD RD,山林道,25,27,KTST,KIL9700 / KIL9875,|PINE TREE BLDG松林大廈|Phase |Block ,山林道PINE TREE BLDG松林大廈|Phase|Block,山林道PINE TREE BLDG松林大廈|Phase|Block|14|B,尖沙咀,1973,47,PINE TREE BLDG松林大廈,25-27 HILLWOOD RD|山林道,25-27 HILLWOOD RD,25-27 山林道,"松林大廈,山林道","PINE TREE BLDG,HILLWOOD RD","PINE TREE BLDG,HILLWOOD RD|松林大廈,山林道",HILLWOOD RDblankPINE TREE BLDG松林大廈|Phaseblank|Blockblank|14|Bconsid2.55,14,中,低層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16911,19042900630130,ASP,2019-04-10,RES,blank,1963/06,6.45,0,665,0,9699,blank,blank,5533573,19042900630130,11,2.0,blank,blank,KIU FUNG MANS,僑豐大廈,blank,blank,AUSTIN AVE,柯士甸路,14,18C,KTST,KIL1172RP,|KIU FUNG MANS僑豐大廈|Phase |Block ,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block|2|11,尖沙咀,1963,57,KIU FUNG MANS僑豐大廈,14-18C AUSTIN AVE|柯士甸路,14-18C AUSTIN AVE,14-18C 柯士甸路,"僑豐大廈,柯士甸路","KIU FUNG MANS,AUSTIN AVE","KIU FUNG MANS,AUSTIN AVE|僑豐大廈,柯士甸路",AUSTIN AVEblankKIU FUNG MANS僑豐大廈|Phaseblank|Blockblank|2|11consid6.45,2,高,低層,西南,四正,良好,單位實用四正 交通方便 配套完善
16918,19043001840080,ASP,2019-04-04,RES,blank,1977/02,6.48,0,490,0,13224,blank,blank,5534724,19043001840080,B,12.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|12|B,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|12|Bconsid6.48,12,低,低層,西,四正,有,業主減價 上車筍盤 歡迎約睇
17017,19062100910029,ASP,2019-06-06,RES,blank,1963/06,6.5,0,624,0,10417,blank,blank,5569267,19062100910029,2,12.0,blank,blank,KIU FUNG MANS,僑豐大廈,blank,blank,AUSTIN AVE,柯士甸路,14,18C,KTST,KIL1172RP,|KIU FUNG MANS僑豐大廈|Phase |Block ,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block|12|2,尖沙咀,1963,57,KIU FUNG MANS僑豐大廈,14-18C AUSTIN AVE|柯士甸路,14-18C AUSTIN AVE,14-18C 柯士甸路,"僑豐大廈,柯士甸路","KIU FUNG MANS,AUSTIN AVE","KIU FUNG MANS,AUSTIN AVE|僑豐大廈,柯士甸路",AUSTIN AVEblankKIU FUNG MANS僑豐大廈|Phaseblank|Blockblank|12|2consid6.5,12,高,中層,西,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16861,19040300680110,ASP,2019-03-25,RES,blank,1963/06,6.5,0,624,0,10417,blank,blank,5520010,19040300680110,2,8.0,blank,blank,KIU FUNG MANS,僑豐大廈,blank,blank,AUSTIN AVE,柯士甸路,14,18C,KTST,KIL1172RP,|KIU FUNG MANS僑豐大廈|Phase |Block ,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block|8|2,尖沙咀,1963,57,KIU FUNG MANS僑豐大廈,14-18C AUSTIN AVE|柯士甸路,14-18C AUSTIN AVE,14-18C 柯士甸路,"僑豐大廈,柯士甸路","KIU FUNG MANS,AUSTIN AVE","KIU FUNG MANS,AUSTIN AVE|僑豐大廈,柯士甸路",AUSTIN AVEblankKIU FUNG MANS僑豐大廈|Phaseblank|Blockblank|8|2consid6.5,8,高,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
17089,19080800710036,ASP,2019-07-19,RES,blank,1965/09,6.5,0,565,0,11504,blank,blank,5594399,19080800710036,B,13.0,blank,blank,LUEN TAK BLDG,聯德大廈,blank,blank,JORDAN RD,佐敦道,40,44A,KTST,KIL1654sFss1RP,|LUEN TAK BLDG聯德大廈|Phase |Block ,佐敦道LUEN TAK BLDG聯德大廈|Phase|Block,佐敦道LUEN TAK BLDG聯德大廈|Phase|Block|13|B,尖沙咀,1965,55,LUEN TAK BLDG聯德大廈,40-44A JORDAN RD|佐敦道,40-44A JORDAN RD,40-44A 佐敦道,"聯德大廈,佐敦道","LUEN TAK BLDG,JORDAN RD","LUEN TAK BLDG,JORDAN RD|聯德大廈,佐敦道",JORDAN RDblankLUEN TAK BLDG聯德大廈|Phaseblank|Blockblank|13|Bconsid6.5,13,近乎零,中層,西北,四正,良好,業主減價 上車筍盤 歡迎約睇
17121,19082801200016,ASP,2019-07-25,RES,blank,1980/07,6.55,612,450,10703,14556,blank,blank,5605135,19082801200016,A,14.0,blank,blank,KA WOO BLDG,嘉和大廈,blank,blank,WOOSUNG ST,吳松街,131,137,KTST,KIL1488sARP /,|KA WOO BLDG嘉和大廈|Phase |Block ,吳松街KA WOO BLDG嘉和大廈|Phase|Block,吳松街KA WOO BLDG嘉和大廈|Phase|Block|14|A,尖沙咀,1980,40,KA WOO BLDG嘉和大廈,131-137 WOOSUNG ST|吳松街,131-137 WOOSUNG ST,131-137 吳松街,"嘉和大廈,吳松街","KA WOO BLDG,WOOSUNG ST","KA WOO BLDG,WOOSUNG ST|嘉和大廈,吳松街",WOOSUNG STblankKA WOO BLDG嘉和大廈|Phaseblank|Blockblank|14|Aconsid6.55,14,低,中層,南,呂字型,有,業主減價 上車筍盤 歡迎約睇
16957,19052001470321,ASP,2019-04-25,RES,blank,1977/02,6.55,0,515,0,12718,blank,blank,5546885,19052001470321,A,5.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|5|A,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|5|Aconsid6.55,5,低,中層,北,四正,良好,單位實用四正 交通方便 配套完善
17403,20060900900048,ASP,2020-05-15,RES,blank,1959/07,6.57,0,700,0,9386,blank,blank,5719833,20060900900048,A2,12.0,blank,blank,MIRADOR MANS,美麗都大廈,blank,blank,NATHAN RD,彌敦道,58,blank,KTST,KIL7275,|MIRADOR MANS美麗都大廈|Phase |Block ,彌敦道MIRADOR MANS美麗都大廈|Phase|Block,彌敦道MIRADOR MANS美麗都大廈|Phase|Block|12|A2,尖沙咀,1959,61,MIRADOR MANS美麗都大廈,58 NATHAN RD|彌敦道,58 NATHAN RD,58 彌敦道,"美麗都大廈,彌敦道","MIRADOR MANS,NATHAN RD","MIRADOR MANS,NATHAN RD|美麗都大廈,彌敦道",NATHAN RDblankMIRADOR MANS美麗都大廈|Phaseblank|Blockblank|12|A2consid6.57,12,高,高層,東南,呂字型,良好,單位實用四正 交通方便 配套完善
16848,19032602370175,ASP,2019-03-13,RES,blank,1977/02,6.6,0,455,0,14505,blank,blank,5515985,19032602370175,blank,12.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|12|,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|12|blankconsid6.6,12,低,中層,西,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17216,19112900570025,ASP,2019-11-18,RES,blank,1977/02,6.6,0,515,0,12816,blank,blank,5647320,19112900570025,A,6.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|6|A,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|6|Aconsid6.6,6,低,高層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17266,20010700820038,ASP,2019-12-27,RES,blank,1988/09,6.6,519,438,12717,15068,blank,blank,5659655,20010700820038,H,10.0,blank,blank,LUNA COURT,秀華閣,blank,blank,KIMBERLEY RD,金巴利道,55,blank,KTST,KIL6436 / KIL6437,|LUNA COURT秀華閣|Phase |Block ,金巴利道LUNA COURT秀華閣|Phase|Block,金巴利道LUNA COURT秀華閣|Phase|Block|10|H,尖沙咀,1988,32,LUNA COURT秀華閣,55 KIMBERLEY RD|金巴利道,55 KIMBERLEY RD,55 金巴利道,"秀華閣,金巴利道","LUNA COURT,KIMBERLEY RD","LUNA COURT,KIMBERLEY RD|秀華閣,金巴利道",KIMBERLEY RDblankLUNA COURT秀華閣|Phaseblank|Blockblank|10|Hconsid6.6,10,低,中層,西南,呂字型,良好,單位實用四正 交通方便 配套完善
17394,20060300650025,ASP,2020-05-29,RES,blank,1988/09,6.6,519,438,12717,15068,blank,blank,5716620,20060300650025,F,12.0,blank,blank,LUNA COURT,秀華閣,blank,blank,KIMBERLEY RD,金巴利道,55,blank,KTST,KIL6436 / KIL6437,|LUNA COURT秀華閣|Phase |Block ,金巴利道LUNA COURT秀華閣|Phase|Block,金巴利道LUNA COURT秀華閣|Phase|Block|12|F,尖沙咀,1988,32,LUNA COURT秀華閣,55 KIMBERLEY RD|金巴利道,55 KIMBERLEY RD,55 金巴利道,"秀華閣,金巴利道","LUNA COURT,KIMBERLEY RD","LUNA COURT,KIMBERLEY RD|秀華閣,金巴利道",KIMBERLEY RDblankLUNA COURT秀華閣|Phaseblank|Blockblank|12|Fconsid6.6,12,低,高層,北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17323,20032600060058,ASP,2020-03-19,RES,blank,1961/11,6.63,0,960,0,6906,blank,blank,5688491,20032600060058,B8,10.0,blank,blank,blank,blank,CHUNGKING MANS,重慶大廈,NATHAN RD,彌敦道,36,44,KTST,KIL6817RP,CHUNGKING MANS||Phase |Block ,彌敦道CHUNGKING MANS|Phase|Block,彌敦道CHUNGKING MANS|Phase|Block|10|B8,尖沙咀,1961,59,blankblank,36-44 NATHAN RD|彌敦道,36-44 NATHAN RD,36-44 彌敦道,"重慶大廈,彌敦道","CHUNGKING MANS,NATHAN RD","CHUNGKING MANS,NATHAN RD|重慶大廈,彌敦道",NATHAN RDCHUNGKING MANSblankblank|Phaseblank|Blockblank|10|B8consid6.63,10,高,低層,北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17324,20032601140065,ASP,2020-03-18,RES,blank,1977/02,6.65,0,515,0,12913,blank,blank,5688754,20032601140065,A,8.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|8|A,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|8|Aconsid6.65,8,低,低層,西,四正,基本,單位實用四正 交通方便 配套完善
17058,19071800460018,ASP,2019-07-10,RES,blank,1973/07,6.68,0,360,0,18556,blank,blank,5583127,19071800460018,H,7.0,blank,blank,IMPERIAL BLDG,帝國大廈,blank,blank,CANTON RD,廣東道,58,blank,KTST,KIL632RP,|IMPERIAL BLDG帝國大廈|Phase |Block ,廣東道IMPERIAL BLDG帝國大廈|Phase|Block,廣東道IMPERIAL BLDG帝國大廈|Phase|Block|7|H,尖沙咀,1973,47,IMPERIAL BLDG帝國大廈,58 CANTON RD|廣東道,58 CANTON RD,58 廣東道,"帝國大廈,廣東道","IMPERIAL BLDG,CANTON RD","IMPERIAL BLDG,CANTON RD|帝國大廈,廣東道",CANTON RDblankIMPERIAL BLDG帝國大廈|Phaseblank|Blockblank|7|Hconsid6.68,7,中,中層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
17146,19091802040013,ASP,2019-09-04,RES,blank,1988/09,6.68,552,466,12101,14335,blank,blank,5613255,19091802040013,B,13.0,blank,blank,LUNA COURT,秀華閣,blank,blank,KIMBERLEY RD,金巴利道,55,blank,KTST,KIL6436 / KIL6437,|LUNA COURT秀華閣|Phase |Block ,金巴利道LUNA COURT秀華閣|Phase|Block,金巴利道LUNA COURT秀華閣|Phase|Block|13|B,尖沙咀,1988,32,LUNA COURT秀華閣,55 KIMBERLEY RD|金巴利道,55 KIMBERLEY RD,55 金巴利道,"秀華閣,金巴利道","LUNA COURT,KIMBERLEY RD","LUNA COURT,KIMBERLEY RD|秀華閣,金巴利道",KIMBERLEY RDblankLUNA COURT秀華閣|Phaseblank|Blockblank|13|Bconsid6.68,13,低,低層,東南,四正,良好,單位實用四正 交通方便 配套完善
17086,19080700660033,ASP,2019-07-19,RES,blank,1977/02,6.7,0,515,0,13010,blank,blank,5593549,19080700660033,A,11.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|11|A,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|11|Aconsid6.7,11,低,中層,北,沒資料,基本,單位實用四正 交通方便 配套完善
17053,19071500660114,ASP,2019-06-26,RES,blank,1967/09,6.75,0,485,0,13918,blank,blank,5581081,19071500660114,A,2.0,blank,blank,SOUTH EAST MANS,東南大樓,blank,blank,KIMBERLEY RD,金巴利道,75,blank,KTST,KIL7607 / KIL8689,|SOUTH EAST MANS東南大樓|Phase |Block ,金巴利道SOUTH EAST MANS東南大樓|Phase|Block,金巴利道SOUTH EAST MANS東南大樓|Phase|Block|2|A,尖沙咀,1967,53,SOUTH EAST MANS東南大樓,75 KIMBERLEY RD|金巴利道,75 KIMBERLEY RD,75 金巴利道,"東南大樓,金巴利道","SOUTH EAST MANS,KIMBERLEY RD","SOUTH EAST MANS,KIMBERLEY RD|東南大樓,金巴利道",KIMBERLEY RDblankSOUTH EAST MANS東南大樓|Phaseblank|Blockblank|2|Aconsid6.75,2,中,低層,東南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17319,20032400470043,ASP,2020-03-16,RES,blank,1977/02,6.75,0,515,0,13107,blank,blank,5687580,20032400470043,A,10.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|10|A,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|10|Aconsid6.75,10,低,低層,西南,呂字型,有,單位實用四正 交通方便 配套完善
16860,19040200820015,ASP,2019-03-25,RES,blank,1988/09,6.76,519,438,13025,15434,blank,blank,5519301,19040200820015,F,13.0,blank,blank,LUNA COURT,秀華閣,blank,blank,KIMBERLEY RD,金巴利道,55,blank,KTST,KIL6436 / KIL6437,|LUNA COURT秀華閣|Phase |Block ,金巴利道LUNA COURT秀華閣|Phase|Block,金巴利道LUNA COURT秀華閣|Phase|Block|13|F,尖沙咀,1988,32,LUNA COURT秀華閣,55 KIMBERLEY RD|金巴利道,55 KIMBERLEY RD,55 金巴利道,"秀華閣,金巴利道","LUNA COURT,KIMBERLEY RD","LUNA COURT,KIMBERLEY RD|秀華閣,金巴利道",KIMBERLEY RDblankLUNA COURT秀華閣|Phaseblank|Blockblank|13|Fconsid6.76,13,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
17076,19080100250231,ASP,2019-07-25,RES,blank,1961/11,6.8,0,897,0,7581,blank,blank,5590622,19080100250231,B7,14.0,blank,blank,blank,blank,CHUNGKING MANS,重慶大廈,NATHAN RD,彌敦道,36,44,KTST,KIL6817RP,CHUNGKING MANS||Phase |Block ,彌敦道CHUNGKING MANS|Phase|Block,彌敦道CHUNGKING MANS|Phase|Block|14|B7,尖沙咀,1961,59,blankblank,36-44 NATHAN RD|彌敦道,36-44 NATHAN RD,36-44 彌敦道,"重慶大廈,彌敦道","CHUNGKING MANS,NATHAN RD","CHUNGKING MANS,NATHAN RD|重慶大廈,彌敦道",NATHAN RDCHUNGKING MANSblankblank|Phaseblank|Blockblank|14|B7consid6.8,14,高,中層,西北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16934,19050801820311,ASP,2019-04-24,RES,blank,1988/09,6.8,552,466,12319,14592,blank,FR:753 SF / ,5539581,19050801820311,A,2.0,blank,blank,LUNA COURT,秀華閣,blank,blank,KIMBERLEY RD,金巴利道,55,blank,KTST,KIL6436 / KIL6437,|LUNA COURT秀華閣|Phase |Block ,金巴利道LUNA COURT秀華閣|Phase|Block,金巴利道LUNA COURT秀華閣|Phase|Block|2|A,尖沙咀,1988,32,LUNA COURT秀華閣,55 KIMBERLEY RD|金巴利道,55 KIMBERLEY RD,55 金巴利道,"秀華閣,金巴利道","LUNA COURT,KIMBERLEY RD","LUNA COURT,KIMBERLEY RD|秀華閣,金巴利道",KIMBERLEY RDblankLUNA COURT秀華閣|Phaseblank|Blockblank|2|Aconsid6.8,2,低,中層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
16906,19042600240015,ASP,2019-03-27,RES,blank,1984/08,6.8,531,433,12806,15704,blank,blank,5532358,19042600240015,C,7.0,blank,blank,CARLTON BLDG,嘉寶大廈,blank,blank,KNUTSFORD TERR,諾士佛臺,2,3,KTST,KIL7408 / KIL7402,|CARLTON BLDG嘉寶大廈|Phase |Block ,諾士佛臺CARLTON BLDG嘉寶大廈|Phase|Block,諾士佛臺CARLTON BLDG嘉寶大廈|Phase|Block|7|C,尖沙咀,1984,36,CARLTON BLDG嘉寶大廈,2-3 KNUTSFORD TERR|諾士佛臺,2-3 KNUTSFORD TERR,2-3 諾士佛臺,"嘉寶大廈,諾士佛臺","CARLTON BLDG,KNUTSFORD TERR","CARLTON BLDG,KNUTSFORD TERR|嘉寶大廈,諾士佛臺",KNUTSFORD TERRblankCARLTON BLDG嘉寶大廈|Phaseblank|Blockblank|7|Cconsid6.8,7,低,高層,西北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
17360,20051100670146,ASP,2020-04-29,RES,blank,2004/10,6.8,526,397,12928,17128,blank,BW:17 SF (GI/NE) / ,5704421,20051100670146,A,9.0,blank,blank,KIMBERLEY 26,金巴利道26號,blank,blank,KIMBERLEY RD,金巴利道,26,blank,KTST,KIL11147,|KIMBERLEY 26金巴利道26號|Phase |Block ,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block|9|A,尖沙咀,2004,16,KIMBERLEY 26金巴利道26號,26 KIMBERLEY RD|金巴利道,26 KIMBERLEY RD,26 金巴利道,"金巴利道26號,金巴利道","KIMBERLEY 26,KIMBERLEY RD","KIMBERLEY 26,KIMBERLEY RD|金巴利道26號,金巴利道",KIMBERLEY RDblankKIMBERLEY 26金巴利道26號|Phaseblank|Blockblank|9|Aconsid6.8,9,很低,中層,西,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16879,19041200420035,ASP,2019-03-21,RES,blank,1963/06,6.82,0,636,0,10723,blank,blank,5524889,19041200420035,1,8.0,blank,blank,KIU FUNG MANS,僑豐大廈,blank,blank,AUSTIN AVE,柯士甸路,14,18C,KTST,KIL1172RP,|KIU FUNG MANS僑豐大廈|Phase |Block ,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block,柯士甸路KIU FUNG MANS僑豐大廈|Phase|Block|8|1,尖沙咀,1963,57,KIU FUNG MANS僑豐大廈,14-18C AUSTIN AVE|柯士甸路,14-18C AUSTIN AVE,14-18C 柯士甸路,"僑豐大廈,柯士甸路","KIU FUNG MANS,AUSTIN AVE","KIU FUNG MANS,AUSTIN AVE|僑豐大廈,柯士甸路",AUSTIN AVEblankKIU FUNG MANS僑豐大廈|Phaseblank|Blockblank|8|1consid6.82,8,高,高層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
17327,20033100270057,ASP,2020-03-16,RES,blank,1977/02,6.85,0,490,0,13980,blank,blank,5690340,20033100270057,B,11.0,blank,blank,CHONG TAK HSE,創德樓,blank,blank,AUSTIN RD,柯士甸道,33,39,KTST,KIL6295sA / KIL6295sB /,|CHONG TAK HSE創德樓|Phase |Block ,柯士甸道CHONG TAK HSE創德樓|Phase|Block,柯士甸道CHONG TAK HSE創德樓|Phase|Block|11|B,尖沙咀,1977,43,CHONG TAK HSE創德樓,33-39 AUSTIN RD|柯士甸道,33-39 AUSTIN RD,33-39 柯士甸道,"創德樓,柯士甸道","CHONG TAK HSE,AUSTIN RD","CHONG TAK HSE,AUSTIN RD|創德樓,柯士甸道",AUSTIN RDblankCHONG TAK HSE創德樓|Phaseblank|Blockblank|11|Bconsid6.85,11,低,高層,南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
17240,19121700710030,ASP,2019-11-20,RES,blank,1959/07,6.9,0,675,0,10222,blank,blank,5653531,19121700710030,A7,10.0,blank,blank,MIRADOR MANS,美麗都大廈,blank,blank,NATHAN RD,彌敦道,58,blank,KTST,KIL7275,|MIRADOR MANS美麗都大廈|Phase |Block ,彌敦道MIRADOR MANS美麗都大廈|Phase|Block,彌敦道MIRADOR MANS美麗都大廈|Phase|Block|10|A7,尖沙咀,1959,61,MIRADOR MANS美麗都大廈,58 NATHAN RD|彌敦道,58 NATHAN RD,58 彌敦道,"美麗都大廈,彌敦道","MIRADOR MANS,NATHAN RD","MIRADOR MANS,NATHAN RD|美麗都大廈,彌敦道",NATHAN RDblankMIRADOR MANS美麗都大廈|Phaseblank|Blockblank|10|A7consid6.9,10,高,低層,西南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16810,19021101000026,ASP,2019-02-01,RES,blank,1964/12,6.9,0,765,0,9020,blank,blank,5495865,19021101000026,B,7.0,blank,blank,BEAUTY MANS,美園大廈,blank,blank,KIMBERLEY RD,金巴利道,69,71A,KTST,KIL8143 / KIL8300,|BEAUTY MANS美園大廈|Phase |Block ,金巴利道BEAUTY MANS美園大廈|Phase|Block,金巴利道BEAUTY MANS美園大廈|Phase|Block|7|B,尖沙咀,1964,56,BEAUTY MANS美園大廈,69-71A KIMBERLEY RD|金巴利道,69-71A KIMBERLEY RD,69-71A 金巴利道,"美園大廈,金巴利道","BEAUTY MANS,KIMBERLEY RD","BEAUTY MANS,KIMBERLEY RD|美園大廈,金巴利道",KIMBERLEY RDblankBEAUTY MANS美園大廈|Phaseblank|Blockblank|7|Bconsid6.9,7,高,低層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16899,19041802060069,ASP,2019-03-02,RES,blank,1976/08,6.9,518,410,13320,16829,blank,FR:340 SF / ,5529398,19041802060069,D,1.0,blank,blank,LUCKY BLDG,幸運大廈,blank,blank,AUSTIN RD,柯士甸道,55,73,KTST,KIL8705RP / KIL8873 /,|LUCKY BLDG幸運大廈|Phase |Block ,柯士甸道LUCKY BLDG幸運大廈|Phase|Block,柯士甸道LUCKY BLDG幸運大廈|Phase|Block|1|D,尖沙咀,1976,44,LUCKY BLDG幸運大廈,55-73 AUSTIN RD|柯士甸道,55-73 AUSTIN RD,55-73 柯士甸道,"幸運大廈,柯士甸道","LUCKY BLDG,AUSTIN RD","LUCKY BLDG,AUSTIN RD|幸運大廈,柯士甸道",AUSTIN RDblankLUCKY BLDG幸運大廈|Phaseblank|Blockblank|1|Dconsid6.9,1,近乎零,低層,北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
